 Wavelength (nm) | Sum        | Al I (2.4e-02) | Al II (4.8e-01) | Al III (3.5e-04) | Ca I (8.5e-03) | Ca II (4.5e-01) | Ca III (4.6e-02) |
     373.37      | 1.108e+9   |                | 8.578e+4        | 9.079e-14        | 4.259e-1       | 1.108e+9        |                  |
     373.42      | 1.369e+9   |                | 9.442e+4        | 2.001e-14        | 1.186e+0       | 1.369e+9        |                  |
     373.47      | 1.631e+9   |                | 1.023e+5        | 4.253e-15        | 3.187e+0       | 1.631e+9        |                  |
     373.52      | 1.876e+9   |                | 1.092e+5        | 8.719e-16        | 8.269e+0       | 1.876e+9        |                  |
     373.57      | 2.081e+9   |                | 1.150e+5        | 1.724e-16        | 2.071e+1       | 2.081e+9        |                  |
     373.62      | 2.228e+9   |                | 1.192e+5        |                  | 5.011e+1       | 2.228e+9        |                  |
     373.67      | 2.301e+9   |                | 1.216e+5        |                  | 1.171e+2       | 2.301e+9        |                  |
     373.72      | 2.292e+9   |                | 1.218e+5        |                  | 2.641e+2       | 2.292e+9        |                  |
     373.77      | 2.204e+9   |                | 1.194e+5        |                  | 5.754e+2       | 2.204e+9        |                  |
     373.82      | 2.044e+9   |                | 1.144e+5        |                  | 1.211e+3       | 2.044e+9        |                  |
     373.87      | 1.830e+9   |                | 1.069e+5        |                  | 2.463e+3       | 1.829e+9        |                  |
     373.92      | 1.580e+9   |                | 9.716e+4        |                  | 4.839e+3       | 1.580e+9        |                  |
     373.97      | 1.316e+9   |                | 8.575e+4        |                  | 9.188e+3       | 1.316e+9        |                  |
     374.02      | 1.058e+9   |                | 7.340e+4        |                  | 1.686e+4       | 1.058e+9        |                  |
     374.07      | 8.204e+8   |                | 6.085e+4        |                  | 2.993e+4       | 8.203e+8        |                  |
     374.12      | 6.139e+8   |                | 4.882e+4        |                  | 5.136e+4       | 6.138e+8        |                  |
     374.17      | 4.433e+8   |                | 3.788e+4        |                  | 8.527e+4       | 4.431e+8        |                  |
     374.22      | 3.088e+8   |                | 2.841e+4        |                  | 1.370e+5       | 3.087e+8        |                  |
     374.27      | 2.077e+8   |                | 2.058e+4        |                  | 2.130e+5       | 2.074e+8        |                  |
     374.32      | 1.348e+8   |                | 1.440e+4        |                  | 3.209e+5       | 1.345e+8        |                  |
     374.37      | 8.462e+7   |                | 9.728e+3        |                  | 4.682e+5       | 8.414e+7        |                  |
     374.42      | 5.146e+7   |                | 6.344e+3        |                  | 6.624e+5       | 5.079e+7        |                  |
     374.47      | 3.049e+7   |                | 3.994e+3        |                  | 9.091e+5       | 2.958e+7        |                  |
     374.52      | 1.783e+7   |                | 2.427e+3        |                  | 1.211e+6       | 1.662e+7        |                  |
     374.57      | 1.058e+7   |                | 1.423e+3        |                  | 1.568e+6       | 9.009e+6        |                  |
     374.62      | 6.687e+6   |                | 8.051e+2        |                  | 1.974e+6       | 4.712e+6        |                  |
     374.67      | 4.797e+6   |                | 4.396e+2        |                  | 2.419e+6       | 2.378e+6        |                  |
     374.72      | 4.048e+6   |                | 2.316e+2        |                  | 2.890e+6       | 1.158e+6        |                  |
     374.77      | 3.914e+6   |                | 1.177e+2        |                  | 3.370e+6       | 5.440e+5        |                  |
     374.82      | 4.087e+6   |                | 5.776e+1        |                  | 3.841e+6       | 2.466e+5        |                  |
     374.87      | 4.393e+6   |                | 2.734e+1        |                  | 4.285e+6       | 1.078e+5        |                  |
     374.92      | 4.732e+6   |                | 1.248e+1        |                  | 4.687e+6       | 4.549e+4        |                  |
     374.97      | 5.050e+6   |                | 5.501e+0        |                  | 5.031e+6       | 1.852e+4        |                  |
     375.02      | 5.314e+6   |                | 2.339e+0        |                  | 5.307e+6       | 7.274e+3        |                  |
     375.07      | 5.506e+6   |                | 9.595e-1        |                  | 5.503e+6       | 2.757e+3        |                  |
     375.12      | 5.613e+6   |                | 3.798e-1        |                  | 5.612e+6       | 1.008e+3        |                  |
     375.17      | 5.625e+6   |                | 1.450e-1        |                  | 5.625e+6       | 3.556e+2        |                  |
     375.22      | 5.538e+6   |                | 5.344e-2        |                  | 5.538e+6       | 1.210e+2        |                  |
     375.27      | 5.349e+6   |                | 1.900e-2        |                  | 5.349e+6       | 3.974e+1        |                  |
     375.32      | 5.060e+6   |                | 6.517e-3        |                  | 5.060e+6       | 1.259e+1        |                  |
     375.37      | 4.682e+6   |                | 2.157e-3        |                  | 4.682e+6       | 3.849e+0        |                  |
     375.42      | 4.229e+6   |                | 6.888e-4        |                  | 4.229e+6       | 1.135e+0        |                  |
     375.47      | 3.723e+6   |                | 2.122e-4        |                  | 3.723e+6       | 3.231e-1        |                  |
     375.52      | 3.190e+6   |                | 6.309e-5        |                  | 3.190e+6       | 8.871e-2        |                  |
